"Tahmin Tarihi","Kurum","Analist","Format","Varlık","Vade","Hedef Tarihi","Hedef Fiyat","Analiz Tezi","Benchmark","Tahmin tarihindeki Fiyat","Beklenen Getiri %","Gerçekleşen Fiyat","Gerçekleşen Getiri %","Hedef Yön","Öneri","Yön İsabeti","Hedef Yakınlığı","Tahmin Doğruluğu","Error (MAPE)","Başarı Skoru","Ref. Beklenen Getiri %","Ref. Gerçekleşen Getiri %","Alpha","RefAlpha"
"2025-12-19","Danske Bank","Mohamad Al-Saraf","PDF","USD/JPY","+3M","2026-03-19","154.0000","Yen güçlenme beklentisi, USD/JPY düşüş trendi","USD/JPY","157.0000","-1.91%","158.0000","+0.64%","Aşağı","Bearish","0","74.0","0","2.60%","24.3 (F)","+6.02%","+0.64%","-7.93%","-4.15"
"2025-12-19","Danske Bank","Mohamad Al-Saraf","PDF","USD/JPY","+6M","2026-06-19","151.0000","Yen güçlenme beklentisi, USD/JPY düşüş trendi","USD/JPY","157.0000","-3.82%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-12-19","Danske Bank","Mohamad Al-Saraf","PDF","USD/JPY","+12M","2026-12-19","147.0000","Yen güçlenme beklentisi, USD/JPY düşüş trendi","USD/JPY","157.0000","-6.37%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-01-19","Danske Bank","Mohamad Al-Saraf","PDF","USD/JPY","+1M","2026-02-19","155.0000","Yen güçlenme beklentisi, USD/JPY düşüş trendi","USD/JPY","159.0000","-2.52%","153.0000","-3.77%","Aşağı","Slightly Bearish","1","87.1","75","1.29%","80.0 (B)","+1.12%","-3.77%","-3.64%","-1.45"
"2026-01-19","Danske Bank","Mohamad Al-Saraf","PDF","USD/JPY","+3M","2026-04-19","152.0000","Yen güçlenme beklentisi, USD/JPY düşüş trendi","USD/JPY","159.0000","-4.40%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-01-19","Danske Bank","Mohamad Al-Saraf","PDF","USD/JPY","+6M","2026-07-19","149.0000","Yen güçlenme beklentisi, USD/JPY düşüş trendi","USD/JPY","159.0000","-6.29%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-01-19","Danske Bank","Mohamad Al-Saraf","PDF","USD/JPY","+12M","2027-01-19","145.0000","Yen güçlenme beklentisi, USD/JPY düşüş trendi","USD/JPY","159.0000","-8.81%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-02-17","Danske Bank","Mohamad Al-Saraf","PDF","USD/JPY","+1M","2026-03-17","153.0000","Yen güçlenme beklentisi, USD/JPY düşüş trendi","USD/JPY","153.0000","+0.00%","158.0000","+3.27%","Sabit","Neutral","0","67.3","0","3.27%","33.4 (F)","-3.23%","+3.27%","+3.23%","+64.57"
"2026-02-17","Danske Bank","Mohamad Al-Saraf","PDF","USD/JPY","+3M","2026-05-17","150.0000","Yen güçlenme beklentisi, USD/JPY düşüş trendi","USD/JPY","153.0000","-1.96%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-02-17","Danske Bank","Mohamad Al-Saraf","PDF","USD/JPY","+6M","2026-08-17","147.0000","Yen güçlenme beklentisi, USD/JPY düşüş trendi","USD/JPY","153.0000","-3.92%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-02-17","Danske Bank","Mohamad Al-Saraf","PDF","USD/JPY","+12M","2027-02-17","143.0000","Yen güçlenme beklentisi, USD/JPY düşüş trendi","USD/JPY","153.0000","-6.54%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-20","Danske Bank","Mohamad Al-Saraf","PDF","USD/JPY","+1M","2026-04-20","159.0000","Yen güçlenme beklentisi, USD/JPY düşüş trendi","USD/JPY","158.0000","+0.63%","158.8485","+0.54%","Yukarı","Slightly Bearish","1","99.0","100","0.10%","88.5 (A)","+1.80%","+0.54%","-1.17%","-1.85"
"2026-03-20","Danske Bank","Mohamad Al-Saraf","PDF","USD/JPY","+3M","2026-06-20","159.0000","Yen güçlenme beklentisi, USD/JPY düşüş trendi","USD/JPY","158.0000","+0.63%","⏳","⏳","Yukarı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-20","Danske Bank","Mohamad Al-Saraf","PDF","USD/JPY","+6M","2026-09-20","145.0000","Yen güçlenme beklentisi, USD/JPY düşüş trendi","USD/JPY","158.0000","-8.23%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-20","Danske Bank","Mohamad Al-Saraf","PDF","USD/JPY","+12M","2027-03-20","150.0000","Yen güçlenme beklentisi, USD/JPY düşüş trendi","USD/JPY","158.0000","-5.06%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-06-23","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+1M","2025-07-23","0.9300","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9400","-1.06%","0.9300","-1.06%","Aşağı","Slightly Bearish","1","100.0","100","0.00%","87.9 (A)","+1.09%","-1.06%","-2.15%","-2.02"
"2025-06-23","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+3M","2025-09-23","0.9200","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9400","-2.13%","0.9300","-1.06%","Aşağı","Neutral","1","89.1","75","1.09%","83.7 (B)","-1.54%","-1.06%","-0.59%","-0.28"
"2025-06-23","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+6M","2025-12-23","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9400","-3.19%","0.9300","-1.06%","Aşağı","Slightly Bearish","1","78.0","75","2.20%","77.0 (B)","+0.69%","-1.06%","-3.88%","-1.21"
"2025-06-23","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+12M","2026-06-23","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9400","-3.19%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-07-22","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+1M","2025-08-22","0.9300","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","+0.00%","0.9400","+1.08%","Sabit","Neutral","0","89.2","0","1.08%","38.0 (F)","-1.22%","+1.08%","+1.22%","+24.43"
"2025-07-22","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+3M","2025-10-22","0.9200","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","-1.08%","0.9300","+0.00%","Aşağı","Slightly Bearish","0","89.1","0","1.09%","35.9 (F)","-0.19%","+0.00%","-0.88%","-0.82"
"2025-07-22","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+6M","2026-01-22","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","-2.15%","0.9300","+0.00%","Aşağı","Neutral","0","78.0","0","2.20%","32.8 (F)","-1.58%","+0.00%","-0.57%","-0.27"
"2025-07-22","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+12M","2026-07-22","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","-2.15%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-08-19","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+1M","2025-09-19","0.9300","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9400","-1.06%","0.9300","-1.06%","Aşağı","Slightly Bearish","1","100.0","100","0.00%","88.1 (A)","+0.82%","-1.06%","-1.88%","-1.77"
"2025-08-19","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+3M","2025-11-19","0.9200","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9400","-2.13%","0.9200","-2.13%","Aşağı","Slightly Bearish","1","100.0","100","0.00%","87.8 (A)","+0.06%","-2.13%","-2.19%","-1.03"
"2025-08-19","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+6M","2026-02-19","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9400","-3.19%","0.9100","-3.19%","Aşağı","Slightly Bearish","1","100.0","100","0.00%","87.2 (A)","-0.37%","-3.19%","-2.82%","-0.88"
"2025-08-19","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+12M","2026-08-19","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9400","-3.19%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-09-19","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+1M","2025-10-19","0.9300","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","+0.00%","0.9300","+0.00%","Sabit","Neutral","1","100.0","100","0.00%","91.2 (A)","-1.16%","+0.00%","+1.16%","+23.17"
"2025-09-19","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+3M","2025-12-19","0.9300","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","+0.00%","0.9300","+0.00%","Sabit","Neutral","1","100.0","100","0.00%","90.9 (A)","-0.95%","+0.00%","+0.95%","+18.96"
"2025-09-19","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+6M","2026-03-19","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","-2.15%","0.9100","-2.15%","Aşağı","Neutral","1","100.0","100","0.00%","90.8 (A)","-2.95%","-2.15%","+0.80%","+0.37"
"2025-09-19","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+12M","2026-09-19","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","-2.15%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-10-21","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+1M","2025-11-21","0.9200","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","-1.08%","0.9200","-1.08%","Aşağı","Slightly Bearish","1","100.0","100","0.00%","89.4 (A)","-0.47%","-1.08%","-0.60%","-0.56"
"2025-10-21","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+3M","2026-01-21","0.9200","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","-1.08%","0.9300","+0.00%","Aşağı","Slightly Bearish","0","89.1","0","1.09%","35.9 (F)","-0.27%","+0.00%","-0.81%","-0.75"
"2025-10-21","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+6M","2026-04-21","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","-2.15%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-10-21","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+12M","2026-10-21","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","-2.15%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-11-18","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+1M","2025-12-18","0.9200","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9200","+0.00%","0.9300","+1.09%","Sabit","Neutral","0","89.1","0","1.09%","37.4 (F)","-0.62%","+1.09%","+0.62%","+12.32"
"2025-11-18","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+3M","2026-02-18","0.9200","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9200","+0.00%","0.9100","-1.09%","Sabit","Neutral","0","89.1","0","1.09%","39.1 (F)","-2.37%","-1.09%","+2.37%","+47.33"
"2025-11-18","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+6M","2026-05-18","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9200","-1.09%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-11-18","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+12M","2026-11-18","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9200","-1.09%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-12-19","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+1M","2026-01-19","0.9200","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","-1.08%","0.9300","+0.00%","Aşağı","Slightly Bearish","0","89.1","0","1.09%","35.5 (F)","+0.17%","+0.00%","-1.25%","-1.16"
"2025-12-19","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+3M","2026-03-19","0.9200","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","-1.08%","0.9100","-2.15%","Aşağı","Slightly Bearish","1","89.1","75","1.09%","83.6 (B)","-0.47%","-2.15%","-0.60%","-0.56"
"2025-12-19","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+6M","2026-06-19","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","-2.15%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-12-19","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+12M","2026-12-19","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","-2.15%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-01-19","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+1M","2026-02-19","0.9200","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","-1.08%","0.9100","-2.15%","Aşağı","Slightly Bearish","1","89.1","75","1.09%","83.4 (B)","-0.19%","-2.15%","-0.88%","-0.82"
"2026-01-19","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+3M","2026-04-19","0.9200","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","-1.08%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-01-19","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+6M","2026-07-19","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","-2.15%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-01-19","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+12M","2027-01-19","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9300","-2.15%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-02-17","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+1M","2026-03-17","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9100","+0.00%","0.9100","+0.00%","Sabit","Neutral","1","100.0","100","0.00%","92.3 (A)","-2.29%","+0.00%","+2.29%","+45.74"
"2026-02-17","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+3M","2026-05-17","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9100","+0.00%","⏳","⏳","Sabit","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-02-17","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+6M","2026-08-17","0.9000","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9100","-1.10%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-02-17","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+12M","2027-02-17","0.9000","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9100","-1.10%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-20","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+1M","2026-04-20","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9100","+0.00%","0.9210","+1.21%","Sabit","Neutral","0","87.9","0","1.21%","36.7 (F)","-0.35%","+1.21%","+0.35%","+7.01"
"2026-03-20","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+3M","2026-06-20","0.9100","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9100","+0.00%","⏳","⏳","Sabit","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-20","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+6M","2026-09-20","0.9000","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9100","-1.10%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2026-03-20","Danske Bank","Antti Ilvonen","PDF","EUR/CHF","+12M","2027-03-20","0.9000","CHF güvenli liman talebi, EUR/CHF düşüş beklentisi","EUR/CHF","0.9100","-1.10%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-06-23","Danske Bank","Kirstine Kundby-Nielsen","PDF","EUR/PLN","+1M","2025-07-23","4.3000","Polonya zlotisi güçlenecek, EUR/PLN düşüş beklentisi","EUR/PLN","4.2700","+0.70%","4.2425","-0.64%","Yukarı","Slightly Bullish","0","86.6","0","1.34%","36.5 (F)","+0.23%","-0.64%","+0.47%","+0.68"
"2025-06-23","Danske Bank","Kirstine Kundby-Nielsen","PDF","EUR/PLN","+3M","2025-09-23","4.2000","Polonya zlotisi güçlenecek, EUR/PLN düşüş beklentisi","EUR/PLN","4.2700","-1.64%","4.2553","-0.34%","Aşağı","Slightly Bearish","1","86.8","75","1.32%","80.3 (B)","+1.61%","-0.34%","-3.25%","-1.98"
"2025-06-23","Danske Bank","Kirstine Kundby-Nielsen","PDF","EUR/PLN","+6M","2025-12-23","4.1000","Polonya zlotisi güçlenecek, EUR/PLN düşüş beklentisi","EUR/PLN","4.2700","-3.98%","4.2320","-0.89%","Aşağı","Slightly Bearish","1","67.8","50","3.22%","71.5 (B)","-0.12%","-0.89%","-3.86%","-0.97"
"2025-06-23","Danske Bank","Kirstine Kundby-Nielsen","PDF","EUR/PLN","+12M","2026-06-23","4.1000","Polonya zlotisi güçlenecek, EUR/PLN düşüş beklentisi","EUR/PLN","4.2700","-3.98%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-06-23","Danske Bank","Allan von Mehren","PDF","USD/CNY","+1M","2025-07-23","7.1800","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.1900","-0.14%","7.1600","-0.42%","Aşağı","Slightly Bearish","1","97.2","100","0.28%","89.0 (A)","+0.07%","-0.42%","-0.21%","-1.51"
"2025-06-23","Danske Bank","Allan von Mehren","PDF","USD/CNY","+3M","2025-09-23","7.1600","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.1900","-0.42%","7.0900","-1.39%","Aşağı","Slightly Bullish","1","90.2","100","0.98%","87.5 (A)","-0.80%","-1.39%","+0.39%","+0.93"
"2025-06-23","Danske Bank","Allan von Mehren","PDF","USD/CNY","+6M","2025-12-23","7.1400","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.1900","-0.70%","7.0500","-1.95%","Aşağı","Slightly Bullish","1","87.4","75","1.26%","84.5 (B)","-1.50%","-1.95%","+0.80%","+1.15"
"2025-06-23","Danske Bank","Allan von Mehren","PDF","USD/CNY","+12M","2026-06-23","7.1200","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.1900","-0.97%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-07-22","Danske Bank","Allan von Mehren","PDF","USD/CNY","+1M","2025-08-22","7.1800","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.1600","+0.28%","7.1600","+0.00%","Yukarı","Slightly Bullish","0","97.2","0","0.28%","39.7 (F)","-0.24%","+0.00%","+0.52%","+1.85"
"2025-07-22","Danske Bank","Allan von Mehren","PDF","USD/CNY","+3M","2025-10-22","7.1600","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.1600","+0.00%","7.0500","-1.54%","Sabit","Neutral","0","84.6","0","1.54%","37.5 (F)","-2.10%","-1.54%","+2.10%","+41.96"
"2025-07-22","Danske Bank","Allan von Mehren","PDF","USD/CNY","+6M","2026-01-22","7.1400","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.1600","-0.28%","6.9700","-2.65%","Aşağı","Slightly Bullish","1","76.2","75","2.38%","81.6 (B)","-1.48%","-2.65%","+1.20%","+4.28"
"2025-07-22","Danske Bank","Allan von Mehren","PDF","USD/CNY","+12M","2026-07-22","7.1200","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.1600","-0.56%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
"2025-08-19","Danske Bank","Allan von Mehren","PDF","USD/CNY","+1M","2025-09-19","7.1800","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.1600","+0.28%","7.0900","-0.98%","Yukarı","Slightly Bullish","0","87.5","0","1.25%","36.8 (F)","-0.25%","-0.98%","+0.53%","+1.89"
"2025-08-19","Danske Bank","Allan von Mehren","PDF","USD/CNY","+3M","2025-11-19","7.1600","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.1600","+0.00%","7.1100","-0.70%","Sabit","Neutral","0","93.0","0","0.70%","38.6 (F)","-0.73%","-0.70%","+0.73%","+14.50"
"2025-08-19","Danske Bank","Allan von Mehren","PDF","USD/CNY","+6M","2026-02-19","7.1400","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.1600","-0.28%","6.8900","-3.77%","Aşağı","Slightly Bullish","1","65.0","50","3.50%","75.9 (B)","-1.72%","-3.77%","+1.44%","+5.17"
"2025-08-19","Danske Bank","Allan von Mehren","PDF","USD/CNY","+12M","2026-08-19","7.1200","Yuan güçlenme trendi, USD/CNY düşüş beklentisi","USD/CNY","7.1600","-0.56%","⏳","⏳","Aşağı","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳","⏳"
